date,lowest
20200728,21.7
20200729,22.5
20200730,23.2
20200731,23.7
20200801,23.7
20200802,23.8
20200803,25
20200804,25.2
20200805,25
20200806,23.4
20200807,23
20200808,22.8
20200809,23.8
20200810,24.5
20200811,24.7
20200812,24.8
20200813,25.4
20200814,25.7
20200815,26.3
20200816,24.9
20200817,25
20200818,25.4
20200819,25.3
20200820,24.8
20200821,25.1
20200822,23.7
20200823,23.1
20200824,23.1
20200825,24.8
20200826,25.6
20200827,25.3
20200828,25.1
20200829,25
20200830,25.6
20200831,24.2
20200901,22.4
20200902,22.9
20200903,20.9
20200904,20.6
20200905,20.3
20200906,17.9
20200907,16.3
20200908,21.9
20200909,18.7
20200910,20
20200911,19.4
20200912,17.8
20200913,18.3
20200914,16.8
20200915,18.5
20200916,20
20200917,19.9
20200918,18
20200919,15.7
20200920,14.2
20200921,12.3
20200922,14.9
20200923,14.4
20200924,15.7
20200925,14.8
20200926,15
20200927,14.3
20200928,13.4
20200929,12.7
20200930,14
20201001,15.7
20201002,17
20201003,17.5
20201004,12.8
20201005,7.6
20201006,8.6
20201007,11.1
20201008,12.6
20201009,12.6
20201010,12
20201011,12.1
20201012,13.5
20201013,8.6
20201014,8
20201015,5.6
20201016,6.8
20201017,7.9
20201018,5
20201019,7
20201020,7.3
20201021,9.9
20201022,9
20201023,6.5
20201024,3.9
20201025,4.7
20201026,5.7
20201027,6
20201028,8.1
20201029,3.8
20201030,3.4
20201031,5.7
20201101,11.9
20201102,5.8
20201103,2.2
20201104,-0.6
20201105,-0.4
20201106,8.7
20201107,9.3
20201108,4.7
20201109,0
20201110,3
20201111,1.6
20201112,2
20201113,3.3
20201114,5.1
20201115,5.1
20201116,6
20201117,10.4
20201118,12.3
20201119,10.8
20201120,4.6
20201121,0.9
20201122,4.2
20201123,0.8
20201124,0.7
20201125,-0.7
20201126,2.9
20201127,2.9
20201128,0.8
20201129,-0.4
20201130,-2.7
20201201,-3.5
20201202,-0.1
20201203,-1.5
20201204,-4
20201205,-2.9
20201206,-1.7
20201207,-0.2
20201208,-2.9
20201209,-5.2
20201210,2.7
20201211,3.9
20201212,-0.5
20201213,-2.6
20201214,-7.9
20201215,-10.9
20201216,-10.4
20201217,-9.1
20201218,-3.5
20201219,-8.4
20201220,-6.9
20201221,-5
20201222,-2.8
20201223,-2.1
20201224,0.7
20201225,-2.5
20201226,-4.1
20201227,-2
20201228,-0.2
20201229,-2.2
20201230,-10.5
20201231,-13.2
20210101,-9.7
20210102,-7.1
20210103,-8.5
20210104,-8.4
20210105,-7.6
20210106,-10.6
20210107,-15.6
20210108,-17.5
20210109,-17
20210110,-14.7
20210111,-9.8
20210112,-7
20210113,-3.8
20210114,-2.6
20210115,-0.8
20210116,-4.8
20210117,-8.4
20210118,-4.8
20210119,-10.2
20210120,-8.7
20210121,-1.2
20210122,5.6
20210123,4.3
20210124,2.9
20210125,3.1
20210126,4.3
20210127,-0.6
20210128,-6.6
20210129,-9.6
20210130,-7.6
20210131,-4.5
20210201,2.6
20210202,-4.4
20210203,-8.2
20210204,-3.7
20210205,-5.6
20210206,-1.1
20210207,-0.4
20210208,-4.1
20210209,-6.3
20210210,-4.2
20210211,-0.2
20210212,0.3
20210213,-0.5
20210214,4.2
20210215,-2
20210216,-5.7
20210217,-7.5
20210218,-8.9
20210219,-7
20210220,6.3
20210221,5.6
20210222,1.6
20210223,-2.4
20210224,-1.4
20210225,-0.1
20210226,1.9
20210227,5.1
20210228,1.5
20210301,2
20210302,0.7
20210303,-1.8
20210304,1.5
20210305,2.4
20210306,4
20210307,4.1
20210308,1.8
20210309,2.9
20210310,0.3
20210311,2.7
20210312,7.1
20210313,3.4
20210314,3.9
20210315,3.5
20210316,4.6
20210317,1.1
20210318,4.1
20210319,9.7
20210320,7.5
20210321,4.2
20210322,2
20210323,2.9
20210324,3.3
20210325,4.7
20210326,5.2
20210327,7.9
20210328,9.1
20210329,8.3
20210330,5.8
20210331,4
20210401,11.1
20210402,12.2
20210403,14.5
20210404,9.4
20210405,4.4
20210406,5.8
20210407,6.3
20210408,6.8
20210409,4.7
20210410,6.8
20210411,6.1
20210412,12.4
20210413,5.1
20210414,3.2
20210415,2.3
20210416,9.3
20210417,6.9
20210418,6.8
20210419,4.4
20210420,6.3
20210421,9.6
20210422,15.1
20210423,16
20210424,13.4
20210425,10.3
20210426,10.3
20210427,12.6
20210428,13.3
20210429,11.9
20210430,10.5
20210501,9.4
20210502,7.9
20210503,6.6
20210504,11.8
20210505,10.7
20210506,6
20210507,10.9
20210508,8.9
20210509,10
20210510,11.1
20210511,12.2
20210512,12.6
20210513,14
20210514,16.5
20210515,19.5
20210516,18.4
20210517,15.3
20210518,15.2
20210519,14.8
20210520,15.4
20210521,14.2
20210522,11.9
20210523,13.3
20210524,16.6
20210525,13
20210526,12.9
20210527,14.2
20210528,11.8
20210529,13.4
20210530,12.1
20210531,16.2
20210601,16.3
20210602,18
20210603,17.7
20210604,13.3
20210605,16.1
20210606,18.6
20210607,16.9
20210608,18.7
20210609,20.1
20210610,21.2
20210611,19.9
20210612,19.7
20210613,21.9
20210614,20.9
20210615,21.1
20210616,21.3
20210617,19.6
20210618,19.7
20210619,18.2
20210620,17.5
20210621,19.5
20210622,18.5
20210623,19.2
20210624,18.6
20210625,18.7
20210626,20.2
20210627,19.5
20210628,21.7
20210629,20.7
20210630,21.1
20210701,21.3
20210702,23
20210703,21.1
20210704,21.5
20210705,20.6
20210706,21.3
20210707,23.5
20210708,22.7
20210709,23.1
20210710,24.2
20210711,23.4
20210712,24.4
20210713,25.4
20210714,25.1
20210715,25.4
20210716,24.1
20210717,23.1
20210718,23.6
20210719,23.4
20210720,24.5
20210721,23.7
20210722,24
20210723,24.6
20210724,26.3
20210725,25.6
20210726,25.1
20210727,23.9
20210728,26.2
20210729,26
20210730,26.5
20210731,26.4
20210801,24.9
20210802,24.8
20210803,24.6
20210804,25.1
20210805,25.9
20210806,23.8
20210807,23
20210808,24.5
20210809,22.7
20210810,23.9
20210811,22.6
20210812,23.7
20210813,23.5
20210814,23.4
20210815,22.5
20210816,22.5
20210817,22.2
20210818,21.6
20210819,21.3
20210820,20.5
20210821,22.3
20210822,22.5
20210823,21.4
20210824,21.5
20210825,22.5
20210826,22.3
20210827,20.5
20210828,19.4
20210829,19.4
20210830,20.3
20210831,21.8
20210901,21.2
20210902,20.5
20210903,19.9
20210904,18.1
20210905,18.4
20210906,18.8
20210907,18.7
20210908,19.4
20210909,17.5
20210910,20.2
20210911,20.3
20210912,20
20210913,21.5
20210914,20.1
20210915,20.5
20210916,17.1
20210917,18.7
20210918,17
20210919,18
20210920,18.9
20210921,20.6
20210922,18.1
20210923,16.8
20210924,15.2
20210925,18.2
20210926,17.1
20210927,18.8
20210928,19.8
20210929,19.5
20210930,18.3
20211001,16.6
20211002,16.4
20211003,16.4
20211004,16.8
20211005,19.3
20211006,18.5
20211007,18.8
20211008,18.6
20211009,19.9
20211010,16.9
20211011,12.6
20211012,15.9
20211013,16.1
20211014,15.3
20211015,16.8
20211016,5.4
20211017,0.4
20211018,1.3
20211019,6.7
20211020,3.5
20211021,4.1
20211022,3.8
20211023,4
20211024,5
20211025,5.4
20211026,4.9
20211027,8.2
20211028,4.6
20211029,7.5
20211030,8.7
20211031,6.7
20211101,9.7
20211102,8.4
20211103,5.3
20211104,8.3
20211105,7.5
20211106,7.8
20211107,8.3
20211108,6.1
20211109,6.1
20211110,3.5
20211111,2.9
20211112,2.8
20211113,1
20211114,3.9
20211115,4.7
20211116,3.9
20211117,1.5
20211118,3.6
20211119,7
20211120,8.2
20211121,6.8
20211122,1.8
20211123,-1.5
20211124,-0.1
20211125,3.9
20211126,-0.3
20211127,-0.7
20211128,-2.3
20211129,-0.6
20211130,3.3
20211201,-2.6
20211202,-4.2
20211203,0.1
20211204,-2.5
20211205,-3.3
20211206,-1
20211207,-0.2
20211208,0.1
20211209,0.1
20211210,3.4
20211211,4.3
20211212,-2.5
20211213,-5.7
20211214,-3.9
20211215,5.1
20211216,4.8
20211217,-8.4
20211218,-11.3
20211219,-2.4
20211220,-0.8
20211221,1.7
20211222,-2.5
20211223,-3.1
20211224,-2.5
20211225,-10.3
20211226,-14.5
20211227,-12.2
20211228,-3.2
20211229,-2.1
20211230,-4.5
20211231,-8.3
20220101,-10
20220102,-6.2
20220103,-7.9
20220104,-4.2
20220105,-5.7
20220106,-5.4
20220107,-7.5
20220108,-7
20220109,-1.9
20220110,-4.6
20220111,-7.3
20220112,-10.8
20220113,-6.8
20220114,-10.4
20220115,-6.2
20220116,-4.3
20220117,-7.2
20220118,-9.7
20220119,-9.5
20220120,-9.4
20220121,-9.1
20220122,-2.8
20220123,0.5
20220124,-2.4
20220125,1.3
20220126,-0.5
20220127,-3.4
20220128,-5.1
20220129,-5.9
20220130,-7.1
20220131,-7.6
20220201,-0.9
20220202,-3.9
20220203,-5.2
20220204,-5
20220205,-9.1
20220206,-8.6
20220207,-7.5
20220208,-5.7
20220209,-6
20220210,-1.3
20220211,-4.7
20220212,-1.9
20220213,-0.4
20220214,-2
20220215,-6.1
20220216,-8.7
20220217,-10.6
20220218,-9.5
20220219,-3.4
20220220,-6.6
20220221,-7.5
20220222,-7.1
20220223,-8.6
20220224,-9.3
20220225,-5.2
20220226,2
20220227,-1.3
20220228,-1.1
20220301,1.2
20220302,-2.9
20220303,-0.5
20220304,-0.3
20220305,-0.7
20220306,-2.9
20220307,-2.9
20220308,-2.1
20220309,-0.3
20220310,0.9
20220311,3.8
20220312,9
20220313,13
20220314,6
20220315,3.5
20220316,3.1
20220317,6.4
20220318,5
20220319,2.9
20220320,2
20220321,-1.1
20220322,1
20220323,3.1
20220324,1.2
20220325,5.3
20220326,7.9
20220327,2.9
20220328,-0.5
20220329,1.6
20220330,4.8
20220331,8
20220401,4.3
20220402,1.4
20220403,1.1
20220404,2.7
20220405,2.7
20220406,5
20220407,7.6
20220408,3.2
20220409,9.8
20220410,10
20220411,12.1
20220412,14.8
20220413,9.1
20220414,8.7
20220415,6.4
20220416,6.1
20220417,4.7
20220418,9.2
20220419,7.1
20220420,6.3
20220421,7.5
20220422,10.8
20220423,12.7
20220424,14.1
20220425,15
20220426,15.9
20220427,10.4
20220428,10.4
20220429,9.3
20220430,10
20220501,6.9
20220502,8.5
20220503,5.5
20220504,7.4
20220505,8.9
20220506,11.9
20220507,13
20220508,11.5
20220509,10.6
20220510,11.5
20220511,14.8
20220512,15.2
20220513,15.1
20220514,10.1
20220515,8.9
20220516,7.4
20220517,10.9
20220518,16.7
20220519,16.9
20220520,13.8
20220521,14.2
20220522,15.6
20220523,15.9
20220524,14.9
20220525,15.6
20220526,13.6
20220527,15.8
20220528,16.5
20220529,15
20220530,18.1
20220531,13
20220601,15
20220602,14.5
20220603,17.6
20220604,18.8
20220605,16.9
20220606,16.6
20220607,14.8
20220608,15.4
20220609,18.5
20220610,17.1
20220611,19
20220612,19.3
20220613,19.7
20220614,15.9
20220615,15.4
20220616,18.8
20220617,17.1
20220618,21.7
20220619,21.6
20220620,22.2
20220621,21.9
20220622,22.1
20220623,22.8
20220624,23.1
20220625,22.8
20220626,24.9
20220627,25.3
20220628,27.4
20220629,23.9
20220630,24.5
20220701,22.6
20220702,23.6
20220703,23.2
20220704,23.4
20220705,24.6
20220706,25.5
20220707,26.3
20220708,24.4
20220709,23.2
20220710,24
20220711,23.1
20220712,23.1
20220713,23.8
20220714,24
20220715,22
20220716,22.5
20220717,21.7
20220718,21.1
20220719,20.9
20220720,22.9
20220721,22.7
20220722,22.1
20220723,21.6
20220724,22.1
20220725,23.5
20220726,22.9
20220727,24.5
20220728,23.3
20220729,25.3
20220730,26.3
20220731,24.7
20220801,24.6
20220802,25.4
20220803,26.5
20220804,25.5
20220805,25.7
20220806,26
20220807,27
20220808,27.7
20220809,25.1
20220810,23.9
20220811,24
20220812,23.5
20220813,24
20220814,24.1
20220815,25.4
20220816,23.3
20220817,22.6
20220818,20.3
20220819,21.4
20220820,24.9
20220821,23.6
20220822,23.6
20220823,22.3
20220824,20.6
20220825,18.8
20220826,16.7
20220827,17.2
20220828,15.4
20220829,17.7
20220830,17.4
20220831,19.7
20220901,19.7
20220902,18.1
20220903,20.7
20220904,21.4
20220905,18.7
20220906,17.1
20220907,15.8
20220908,14.3
20220909,17.4
20220910,18
20220911,20
20220912,20.5
20220913,21.2
20220914,22.2
20220915,21.6
20220916,21.1
20220917,23.2
20220918,23.8
20220919,17.7
20220920,15.1
20220921,12.9
20220922,12.9
20220923,12.6
20220924,11.3
20220925,14.4
20220926,14.9
20220927,12.8
20220928,14.2
20220929,14
20220930,13
,
